"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484731637,387.1.3.5.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Average total living area,Square feet,279,units,0,v1484731638,387.1.3.5.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Median total living area,Square feet,279,units,0,v1484731639,387.1.3.5.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Number,Number,223,units,0,v1484731640,387.1.3.5.3.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484731641,387.1.3.5.3.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484731642,387.1.3.5.3.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484731643,387.1.3.5.3.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484731644,387.1.3.5.3.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Average total living area,Square feet,279,units,0,v1484731645,387.1.3.5.3.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1961 to 1970,Median total living area,Square feet,279,units,0,v1484731646,387.1.3.5.3.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Number,Number,223,units,0,v1484731647,387.1.3.5.4.1,135,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484731648,387.1.3.5.4.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484731649,387.1.3.5.4.3,270000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484731650,387.1.3.5.4.4,286000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484731651,387.1.3.5.4.5,36100000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Average total living area,Square feet,279,units,0,v1484731652,387.1.3.5.4.6,920,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1971 to 1980,Median total living area,Square feet,279,units,0,v1484731653,387.1.3.5.4.7,969,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Number,Number,223,units,0,v1484731654,387.1.3.5.5.1,225,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484731655,387.1.3.5.5.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484731656,387.1.3.5.5.3,180000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484731657,387.1.3.5.5.4,144000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484731658,387.1.3.5.5.5,40600000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Average total living area,Square feet,279,units,0,v1484731659,387.1.3.5.5.6,1000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1981 to 1990,Median total living area,Square feet,279,units,0,v1484731660,387.1.3.5.5.7,988,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Number,Number,223,units,0,v1484731661,387.1.3.5.6.1,30,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484731662,387.1.3.5.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484731663,387.1.3.5.6.3,310000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484731664,387.1.3.5.6.4,286000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484731665,387.1.3.5.6.5,8900000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Average total living area,Square feet,279,units,0,v1484731666,387.1.3.5.6.6,1000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1991 to 2000,Median total living area,Square feet,279,units,0,v1484731667,387.1.3.5.6.7,991,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Number,Number,223,units,0,v1484731668,387.1.3.5.7.1,30,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484731669,387.1.3.5.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484731670,387.1.3.5.7.3,440000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484731671,387.1.3.5.7.4,365000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484731672,387.1.3.5.7.5,13300000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Average total living area,Square feet,279,units,0,v1484731673,387.1.3.5.7.6,1160,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2001 to 2005,Median total living area,Square feet,279,units,0,v1484731674,387.1.3.5.7.7,1040,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Number,Number,223,units,0,v1484731675,387.1.3.5.8.1,280,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484731676,387.1.3.5.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484731677,387.1.3.5.8.3,320000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484731678,387.1.3.5.8.4,331000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484731679,387.1.3.5.8.5,89600000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Average total living area,Square feet,279,units,0,v1484731680,387.1.3.5.8.6,1170,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2006 to 2010,Median total living area,Square feet,279,units,0,v1484731681,387.1.3.5.8.7,1210,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Number,Number,223,units,0,v1484731682,387.1.3.5.9.1,1080,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484731683,387.1.3.5.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484731684,387.1.3.5.9.3,300000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484731685,387.1.3.5.9.4,317000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484731686,387.1.3.5.9.5,308700000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Average total living area,Square feet,279,units,0,v1484731687,387.1.3.5.9.6,990,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2011 to 2015,Median total living area,Square feet,279,units,0,v1484731688,387.1.3.5.9.7,1170,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2016 to reference period,Number,Number,223,units,0,v1484731689,387.1.3.5.10.1,120,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484731690,387.1.3.5.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484731691,387.1.3.5.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484731692,387.1.3.5.10.4,,..,,,0
